ID,Azimuth,Tilt,Month,Hour 1,Hour 2,Hour 3,Hour 4,Hour 5,Hour 6,Hour 7,Hour 8,Hour 9,Hour 10,Hour 11,Hour 12,Hour 13,Hour 14,Hour 15,Hour 16,Hour 17,Hour 18,Hour 19,Hour 20,Hour 21,Hour 22,Hour 23,Hour 24
ID010,215,40.0,January,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1,171.09,303.62,412.08,498.67,509.22,444.97,308.87,42.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID010,215,40.0,February,0.0,0.0,0.0,0.0,0.0,0.0,2.58,76.84,266.93,440.14,579.41,677.73,718.32,634.41,523.39,279.83,5.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID010,215,40.0,March,0.0,0.0,0.0,0.0,0.0,3.46,51.52,175.02,405.93,604.66,759.79,854.28,884.55,805.69,680.27,513.11,208.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID010,215,40.0,April,0.0,0.0,0.0,0.0,2.48,48.71,117.91,284.3,529.3,715.12,856.76,946.79,952.3,862.6,731.91,578.15,352.09,51.99,0.0,0.0,0.0,0.0,0.0,0.0
ID010,215,40.0,May,0.0,0.0,0.0,0.0,30.04,91.62,155.59,336.86,561.17,730.96,829.05,907.24,916.84,843.22,740.15,591.71,391.09,169.99,10.86,0.0,0.0,0.0,0.0,0.0
ID010,215,40.0,June,0.0,0.0,0.0,2.79,46.86,105.28,165.31,345.3,572.38,754.45,867.15,941.87,947.9,901.33,799.27,641.6,435.63,219.74,37.38,0.0,0.0,0.0,0.0,0.0
ID010,215,40.0,July,0.0,0.0,0.0,0.0,32.88,93.61,151.35,315.64,548.54,736.57,856.79,938.18,945.47,900.8,810.1,660.89,456.41,232.13,35.36,0.0,0.0,0.0,0.0,0.0
ID010,215,40.0,August,0.0,0.0,0.0,0.0,5.26,63.55,125.91,287.88,524.09,722.98,862.94,940.17,962.59,900.35,788.28,619.5,403.14,129.85,2.27,0.0,0.0,0.0,0.0,0.0
ID010,215,40.0,September,0.0,0.0,0.0,0.0,0.0,22.53,90.45,241.23,468.07,644.71,773.85,867.58,860.88,787.42,649.64,486.28,186.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID010,215,40.0,October,0.0,0.0,0.0,0.0,0.0,0.0,39.1,173.58,354.28,493.8,626.31,714.3,696.21,605.75,464.58,200.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
